"zone","state","lga","sector","ea","hhid","lid","s4cq2b","s4cq3a","s4cq3b","s4cq3c","s4cq4","s4cq4_os","s4cq5","s4cq6","s4cq7","s4cq8","s4cq8b","s4cq9","s4cq10","s4cq10b","s4cq11"
3,36,3612,1,1474,360078,1,6,1,,,1,,1,50000,1,4,2014,1,,,50000
3,36,3612,1,1474,360080,1,6,1,,,1,,1,55000,1,4,2014,1,,,55000
3,36,3606,2,1956,360082,1,6,2,,,4,,1,10000,2,6,2015,1,,,10000
3,36,3606,2,1956,360083,1,7,4,,,2,,1,30000,1,6,2015,2,12,2015,30000
3,36,3606,2,1956,360084,1,7,1,,,2,,1,50000,1,5,2015,2,12,2015,50000
3,36,3606,2,1956,360085,1,2,1,,,10,,1,10000,1,5,2015,1,,,10000
3,36,3606,2,1956,360086,1,6,1,,,4,,2,,,,,,,,
3,36,3606,2,1956,360088,1,5,1,,,1,,1,100000,1,2,2014,1,,,100000
3,36,3606,2,1956,360089,1,6,1,,,1,,2,,,,,,,,
3,36,3606,2,1956,360090,1,5,1,,,3,,1,40000,1,1,2015,1,,,40000
6,30,3014,1,0,370021,1,4,1,,,7,,1,150000,2,1,2015,2,12,2017,180000
6,30,3014,1,0,370021,2,1,1,,,10,,1,100000,1,8,2015,2,7,2016,105000
1,37,3702,1,972,370023,1,1,2,,,10,,1,200000,2,10,2014,2,12,2015,220000
1,37,3702,1,972,370025,1,1,2,,,10,,1,150000,2,7,2015,2,7,2016,165000
1,26,2609,1,0,370036,1,4,1,,,8,,1,900000,1,10,2014,2,10,2017,1300000
1,37,3706,2,6,370038,1,6,1,,,2,,2,,,,,,,,
