"hhid","zone","state","lga","sector","ea","item_cd","item_desc","item_other","sa4q1","tracked_obs"
330036,3,33,3323,2,92,302,"Plough",,0,0
330036,3,33,3323,2,92,303,"Trailer/Cart",,0,0
330036,3,33,3323,2,92,304,"Ridger",,0,0
330036,3,33,3323,2,92,305,"Planter",,0,0
330036,3,33,3323,2,92,306,"Pickup",,0,0
330036,3,33,3323,2,92,307,"Harvester",,0,0
330036,3,33,3323,2,92,308,"Water pump",,0,0
330036,3,33,3323,2,92,309,"Sprinkler",,0,0
330036,3,33,3323,2,92,310,"Other animal drawn e",,0,0
330036,3,33,3323,2,92,311,"Other tractor drawn",,0,0
330036,3,33,3323,2,92,312,"Sprayer",,0,0
330036,3,33,3323,2,92,313,"Outboard motor",,0,0
330036,3,33,3323,2,92,314,"Canoe",,0,0
330036,3,33,3323,2,92,315,"Boat",,0,0
330036,3,33,3323,2,92,316,"Fishing net",,0,0
330036,3,33,3323,2,92,317,"Safety equipment(fis",,0,0
330036,3,33,3323,2,92,318,"Wheelbarrow",,0,0
330036,3,33,3323,2,92,319,"Cutlass","4 BIG CUTLASS",4,0
330036,3,33,3323,2,92,320,"Hoe","2 SMALL HOES",2,0
330036,3,33,3323,2,92,321,"Sickle","1 SICKLE",1,0
330036,3,33,3323,2,92,322,"Other (Specify)1",,,
330037,3,33,3323,2,92,301,"Tractor",,0,0
330037,3,33,3323,2,92,302,"Plough",,0,0
330037,3,33,3323,2,92,303,"Trailer/Cart",,0,0
330037,3,33,3323,2,92,304,"Ridger",,0,0
330037,3,33,3323,2,92,305,"Planter",,0,0
330037,3,33,3323,2,92,306,"Pickup",,0,0
330037,3,33,3323,2,92,307,"Harvester",,0,0
330037,3,33,3323,2,92,308,"Water pump",,0,0
330037,3,33,3323,2,92,309,"Sprinkler",,0,0
330037,3,33,3323,2,92,310,"Other animal drawn e",,0,0
330037,3,33,3323,2,92,311,"Other tractor drawn",,0,0
330037,3,33,3323,2,92,312,"Sprayer",,0,0
330037,3,33,3323,2,92,313,"Outboard motor",,0,0
330037,3,33,3323,2,92,314,"Canoe",,0,0
330037,3,33,3323,2,92,315,"Boat",,0,0
330037,3,33,3323,2,92,316,"Fishing net",,0,0
330037,3,33,3323,2,92,317,"Safety equipment(fis",,0,0
330037,3,33,3323,2,92,318,"Wheelbarrow",,0,0
330037,3,33,3323,2,92,319,"Cutlass","2 CUTLASS",2,0
330037,3,33,3323,2,92,320,"Hoe","3 BIG HOES",3,0
330037,3,33,3323,2,92,321,"Sickle","SICKLES",3,0
330037,3,33,3323,2,92,322,"Other (Specify)1",,,
330038,3,33,3323,2,92,301,"Tractor",,0,0
330038,3,33,3323,2,92,302,"Plough",,0,0
330038,3,33,3323,2,92,303,"Trailer/Cart",,0,0
330038,3,33,3323,2,92,304,"Ridger",,0,0
330038,3,33,3323,2,92,305,"Planter",,0,0
330038,3,33,3323,2,92,306,"Pickup",,0,0
330038,3,33,3323,2,92,307,"Harvester",,0,0
330038,3,33,3323,2,92,308,"Water pump",,0,0
330038,3,33,3323,2,92,309,"Sprinkler",,0,0
330038,3,33,3323,2,92,310,"Other animal drawn e",,0,0
330038,3,33,3323,2,92,311,"Other tractor drawn",,0,0
330038,3,33,3323,2,92,312,"Sprayer",,0,0
330038,3,33,3323,2,92,313,"Outboard motor",,0,0
330038,3,33,3323,2,92,314,"Canoe",,0,0
330038,3,33,3323,2,92,315,"Boat",,0,0
330038,3,33,3323,2,92,316,"Fishing net",,0,0
330038,3,33,3323,2,92,317,"Safety equipment(fis",,0,0
330038,3,33,3323,2,92,318,"Wheelbarrow",,0,0
330038,3,33,3323,2,92,319,"Cutlass","1 CUTLASS",1,0
330038,3,33,3323,2,92,320,"Hoe","2 HOES",2,0
330038,3,33,3323,2,92,321,"Sickle","2 SICKLES",2,0
330038,3,33,3323,2,92,322,"Other (Specify)1",,,
330039,3,33,3323,2,92,301,"Tractor",,0,0
330039,3,33,3323,2,92,302,"Plough",,0,0
330039,3,33,3323,2,92,303,"Trailer/Cart",,0,0
330039,3,33,3323,2,92,304,"Ridger",,0,0
330039,3,33,3323,2,92,305,"Planter",,0,0
330039,3,33,3323,2,92,306,"Pickup",,0,0
330039,3,33,3323,2,92,307,"Harvester",,0,0
330039,3,33,3323,2,92,308,"Water pump",,0,0
330039,3,33,3323,2,92,309,"Sprinkler",,0,0
330039,3,33,3323,2,92,310,"Other animal drawn e",,0,0
330039,3,33,3323,2,92,311,"Other tractor drawn",,0,0
330039,3,33,3323,2,92,312,"Sprayer",,0,0
330039,3,33,3323,2,92,313,"Outboard motor",,0,0
330039,3,33,3323,2,92,314,"Canoe",,0,0
330039,3,33,3323,2,92,315,"Boat",,0,0
330039,3,33,3323,2,92,316,"Fishing net",,0,0
330039,3,33,3323,2,92,317,"Safety equipment(fis",,0,0
330039,3,33,3323,2,92,318,"Wheelbarrow",,0,0
330039,3,33,3323,2,92,319,"Cutlass",,2,0
330039,3,33,3323,2,92,320,"Hoe",,2,0
330039,3,33,3323,2,92,321,"Sickle",,1,0
330039,3,33,3323,2,92,322,"Other (Specify)1",,,
330040,3,33,3323,2,92,301,"Tractor",,0,0
330040,3,33,3323,2,92,302,"Plough",,0,0
330040,3,33,3323,2,92,303,"Trailer/Cart",,0,0
330040,3,33,3323,2,92,304,"Ridger",,0,0
330040,3,33,3323,2,92,305,"Planter",,0,0
330040,3,33,3323,2,92,306,"Pickup",,0,0
330040,3,33,3323,2,92,307,"Harvester",,0,0
330040,3,33,3323,2,92,308,"Water pump",,0,0
330040,3,33,3323,2,92,309,"Sprinkler",,0,0
330040,3,33,3323,2,92,310,"Other animal drawn e",,0,0
330040,3,33,3323,2,92,311,"Other tractor drawn",,0,0
330040,3,33,3323,2,92,312,"Sprayer",,0,0
330040,3,33,3323,2,92,313,"Outboard motor",,0,0
330040,3,33,3323,2,92,314,"Canoe",,0,0
330040,3,33,3323,2,92,315,"Boat",,0,0
330040,3,33,3323,2,92,316,"Fishing net","0",0,0
330040,3,33,3323,2,92,317,"Safety equipment(fis",,0,0
330040,3,33,3323,2,92,318,"Wheelbarrow",,0,0
330040,3,33,3323,2,92,319,"Cutlass",,2,0
330040,3,33,3323,2,92,320,"Hoe",,3,0
330040,3,33,3323,2,92,321,"Sickle",,2,0
330040,3,33,3323,2,92,322,"Other (Specify)1",,,
330041,3,33,3318,2,30,301,"Tractor",,0,0
330041,3,33,3318,2,30,302,"Plough",,0,0
330041,3,33,3318,2,30,303,"Trailer/Cart",,0,0
330041,3,33,3318,2,30,304,"Ridger",,0,0
330041,3,33,3318,2,30,305,"Planter",,0,0
330041,3,33,3318,2,30,306,"Pickup",,0,0
330041,3,33,3318,2,30,307,"Harvester",,0,0
330041,3,33,3318,2,30,308,"Water pump",,0,0
330041,3,33,3318,2,30,309,"Sprinkler",,0,0
330041,3,33,3318,2,30,310,"Other animal drawn e",,0,0
330041,3,33,3318,2,30,311,"Other tractor drawn",,0,0
330041,3,33,3318,2,30,312,"Sprayer",,0,0
330041,3,33,3318,2,30,313,"Outboard motor",,0,0
330041,3,33,3318,2,30,314,"Canoe",,0,0
330041,3,33,3318,2,30,315,"Boat",,0,0
330041,3,33,3318,2,30,316,"Fishing net",,0,0
330041,3,33,3318,2,30,317,"Safety equipment(fis",,0,0
330041,3,33,3318,2,30,318,"Wheelbarrow",,0,0
330041,3,33,3318,2,30,319,"Cutlass","1 CUTLASS",1,0
330041,3,33,3318,2,30,320,"Hoe","1 BIG & 1 SMALL HOE",2,0
330041,3,33,3318,2,30,321,"Sickle","1 SICKLE",1,0
330041,3,33,3318,2,30,322,"Other (Specify)1",,,
330042,3,33,3318,2,30,301,"Tractor",,0,0
330042,3,33,3318,2,30,302,"Plough",,0,0
330042,3,33,3318,2,30,303,"Trailer/Cart",,0,0
330042,3,33,3318,2,30,304,"Ridger",,0,0
330042,3,33,3318,2,30,305,"Planter",,0,0
330042,3,33,3318,2,30,306,"Pickup",,0,0
330042,3,33,3318,2,30,307,"Harvester",,0,0
330042,3,33,3318,2,30,308,"Water pump",,0,0
330042,3,33,3318,2,30,309,"Sprinkler",,0,0
330042,3,33,3318,2,30,310,"Other animal drawn e",,0,0
330042,3,33,3318,2,30,311,"Other tractor drawn",,0,0
330042,3,33,3318,2,30,312,"Sprayer",,0,0
330042,3,33,3318,2,30,313,"Outboard motor",,0,0
330042,3,33,3318,2,30,314,"Canoe",,0,0
330042,3,33,3318,2,30,315,"Boat",,0,0
330042,3,33,3318,2,30,316,"Fishing net",,0,0
330042,3,33,3318,2,30,317,"Safety equipment(fis",,0,0
330042,3,33,3318,2,30,318,"Wheelbarrow",,0,0
330042,3,33,3318,2,30,319,"Cutlass","1 CUTLASS",1,0
330042,3,33,3318,2,30,320,"Hoe","1 BIG & 1 SMALL HOES",2,0
330042,3,33,3318,2,30,321,"Sickle","1 SICKLE",1,0
330042,3,33,3318,2,30,322,"Other (Specify)1",,,
330043,3,33,3318,2,30,301,"Tractor",,0,0
330043,3,33,3318,2,30,302,"Plough",,0,0
330043,3,33,3318,2,30,303,"Trailer/Cart",,0,0
330043,3,33,3318,2,30,304,"Ridger",,0,0
330043,3,33,3318,2,30,305,"Planter",,0,0
330043,3,33,3318,2,30,306,"Pickup",,0,0
330043,3,33,3318,2,30,307,"Harvester",,0,0
330043,3,33,3318,2,30,308,"Water pump",,0,0
330043,3,33,3318,2,30,309,"Sprinkler",,0,0
330043,3,33,3318,2,30,310,"Other animal drawn e",,0,0
330043,3,33,3318,2,30,311,"Other tractor drawn",,0,0
330043,3,33,3318,2,30,312,"Sprayer",,0,0
330043,3,33,3318,2,30,313,"Outboard motor",,0,0
330043,3,33,3318,2,30,314,"Canoe",,0,0
330043,3,33,3318,2,30,315,"Boat",,0,0
330043,3,33,3318,2,30,316,"Fishing net",,0,0
330043,3,33,3318,2,30,317,"Safety equipment(fis",,0,0
330043,3,33,3318,2,30,318,"Wheelbarrow",,0,0
330043,3,33,3318,2,30,319,"Cutlass","1BIG&1SMALL CUTLASS",2,0
330043,3,33,3318,2,30,320,"Hoe","1 BIG & 1 SMALL HOE",2,0
330043,3,33,3318,2,30,321,"Sickle","1 SICKLE",1,0
330043,3,33,3318,2,30,322,"Other (Specify)1",,,
330044,3,33,3318,2,30,301,"Tractor",,0,0
330044,3,33,3318,2,30,302,"Plough",,0,0
330044,3,33,3318,2,30,303,"Trailer/Cart",,0,0
330044,3,33,3318,2,30,304,"Ridger",,0,0
330044,3,33,3318,2,30,305,"Planter",,0,0
330044,3,33,3318,2,30,306,"Pickup",,0,0
330044,3,33,3318,2,30,307,"Harvester",,0,0
330044,3,33,3318,2,30,308,"Water pump",,0,0
330044,3,33,3318,2,30,309,"Sprinkler",,0,0
330044,3,33,3318,2,30,310,"Other animal drawn e",,0,0
330044,3,33,3318,2,30,311,"Other tractor drawn",,0,0
330044,3,33,3318,2,30,312,"Sprayer",,0,0
330044,3,33,3318,2,30,313,"Outboard motor",,0,0
330044,3,33,3318,2,30,314,"Canoe",,0,0
330044,3,33,3318,2,30,315,"Boat",,0,0
330044,3,33,3318,2,30,316,"Fishing net",,0,0
330044,3,33,3318,2,30,317,"Safety equipment(fis",,0,0
330044,3,33,3318,2,30,318,"Wheelbarrow",,0,0
330044,3,33,3318,2,30,319,"Cutlass",,1,0
330044,3,33,3318,2,30,320,"Hoe",,1,0
330044,3,33,3318,2,30,321,"Sickle",,1,0
330044,3,33,3318,2,30,322,"Other (Specify)1",,,
330045,3,33,3318,2,30,301,"Tractor",,0,0
330045,3,33,3318,2,30,302,"Plough",,0,0
330045,3,33,3318,2,30,303,"Trailer/Cart",,0,0
330045,3,33,3318,2,30,304,"Ridger",,0,0
330045,3,33,3318,2,30,305,"Planter",,0,0
330045,3,33,3318,2,30,306,"Pickup",,0,0
330045,3,33,3318,2,30,307,"Harvester",,0,0
330045,3,33,3318,2,30,308,"Water pump",,0,0
330045,3,33,3318,2,30,309,"Sprinkler",,0,0
330045,3,33,3318,2,30,310,"Other animal drawn e",,0,0
330045,3,33,3318,2,30,311,"Other tractor drawn",,0,0
330045,3,33,3318,2,30,312,"Sprayer",,0,0
330045,3,33,3318,2,30,313,"Outboard motor",,0,0
330045,3,33,3318,2,30,314,"Canoe",,0,0
330045,3,33,3318,2,30,315,"Boat",,0,0
330045,3,33,3318,2,30,316,"Fishing net",,0,0
330045,3,33,3318,2,30,317,"Safety equipment(fis",,0,0
330045,3,33,3318,2,30,318,"Wheelbarrow",,0,0
330045,3,33,3318,2,30,319,"Cutlass","1 LONG CUTLAS",1,0
330045,3,33,3318,2,30,320,"Hoe","2 BIG HOES",2,0
330045,3,33,3318,2,30,321,"Sickle","1 SICKLE",1,0
330045,3,33,3318,2,30,322,"Other (Specify)1",,,
330046,3,33,3318,2,30,301,"Tractor",,0,0
330046,3,33,3318,2,30,302,"Plough",,0,0
330046,3,33,3318,2,30,303,"Trailer/Cart",,0,0
330046,3,33,3318,2,30,304,"Ridger",,0,0
330046,3,33,3318,2,30,305,"Planter",,0,0
330046,3,33,3318,2,30,306,"Pickup",,0,0
330046,3,33,3318,2,30,307,"Harvester",,0,0
330046,3,33,3318,2,30,308,"Water pump",,0,0
330046,3,33,3318,2,30,309,"Sprinkler",,0,0
330046,3,33,3318,2,30,310,"Other animal drawn e",,0,0
330046,3,33,3318,2,30,311,"Other tractor drawn",,0,0
330046,3,33,3318,2,30,312,"Sprayer",,0,0
330046,3,33,3318,2,30,313,"Outboard motor",,0,0
330046,3,33,3318,2,30,314,"Canoe",,0,0
330046,3,33,3318,2,30,315,"Boat",,0,0
330046,3,33,3318,2,30,316,"Fishing net",,0,0
330046,3,33,3318,2,30,317,"Safety equipment(fis",,0,0
330046,3,33,3318,2,30,318,"Wheelbarrow",,0,0
330046,3,33,3318,2,30,319,"Cutlass","1 LONG CUTLASS",1,0
330046,3,33,3318,2,30,320,"Hoe","2 BIG HOES",2,0
330046,3,33,3318,2,30,321,"Sickle","SICKLE",1,0
330046,3,33,3318,2,30,322,"Other (Specify)1",,,
330047,3,33,3318,2,30,301,"Tractor",,0,0
330047,3,33,3318,2,30,302,"Plough",,0,0
330047,3,33,3318,2,30,303,"Trailer/Cart",,0,0
330047,3,33,3318,2,30,304,"Ridger",,0,0
330047,3,33,3318,2,30,305,"Planter",,0,0
330047,3,33,3318,2,30,306,"Pickup",,0,0
330047,3,33,3318,2,30,307,"Harvester",,0,0
330047,3,33,3318,2,30,308,"Water pump",,0,0
330047,3,33,3318,2,30,309,"Sprinkler",,0,0
330047,3,33,3318,2,30,310,"Other animal drawn e",,0,0
330047,3,33,3318,2,30,311,"Other tractor drawn",,0,0
330047,3,33,3318,2,30,312,"Sprayer",,0,0
330047,3,33,3318,2,30,313,"Outboard motor",,0,0
330047,3,33,3318,2,30,314,"Canoe",,0,0
330047,3,33,3318,2,30,315,"Boat",,0,0
330047,3,33,3318,2,30,316,"Fishing net",,0,0
330047,3,33,3318,2,30,317,"Safety equipment(fis",,0,0
330047,3,33,3318,2,30,318,"Wheelbarrow",,0,0
330047,3,33,3318,2,30,319,"Cutlass","LONG CUTLASS",1,0
330047,3,33,3318,2,30,320,"Hoe","2 BIG HOES",2,0
330047,3,33,3318,2,30,321,"Sickle","2 SICKLES",2,0
330047,3,33,3318,2,30,322,"Other (Specify)1",,,
330048,3,33,3318,2,30,301,"Tractor",,0,0
330048,3,33,3318,2,30,302,"Plough",,0,0
330048,3,33,3318,2,30,303,"Trailer/Cart",,0,0
330048,3,33,3318,2,30,304,"Ridger",,0,0
330048,3,33,3318,2,30,305,"Planter",,0,0
330048,3,33,3318,2,30,306,"Pickup",,0,0
330048,3,33,3318,2,30,307,"Harvester",,0,0
330048,3,33,3318,2,30,308,"Water pump",,0,0
330048,3,33,3318,2,30,309,"Sprinkler",,0,0
330048,3,33,3318,2,30,310,"Other animal drawn e",,0,0
330048,3,33,3318,2,30,311,"Other tractor drawn",,0,0
330048,3,33,3318,2,30,312,"Sprayer",,0,0
330048,3,33,3318,2,30,313,"Outboard motor",,0,0
330048,3,33,3318,2,30,314,"Canoe",,0,0
330048,3,33,3318,2,30,315,"Boat",,0,0
330048,3,33,3318,2,30,316,"Fishing net",,0,0
330048,3,33,3318,2,30,317,"Safety equipment(fis",,0,0
330048,3,33,3318,2,30,318,"Wheelbarrow",,0,0
330048,3,33,3318,2,30,319,"Cutlass","2 LONG CUTLASS",2,0
330048,3,33,3318,2,30,320,"Hoe","6 BIG HOES",6,0
330048,3,33,3318,2,30,321,"Sickle","1 SICKLE",1,0
330048,3,33,3318,2,30,322,"Other (Specify)1",,,
330049,3,33,3318,2,30,301,"Tractor",,0,0
330049,3,33,3318,2,30,302,"Plough",,0,0
330049,3,33,3318,2,30,303,"Trailer/Cart",,0,0
330049,3,33,3318,2,30,304,"Ridger",,0,0
330049,3,33,3318,2,30,305,"Planter",,0,0
330049,3,33,3318,2,30,306,"Pickup",,0,0
330049,3,33,3318,2,30,307,"Harvester",,0,0
330049,3,33,3318,2,30,308,"Water pump",,0,0
330049,3,33,3318,2,30,309,"Sprinkler",,0,0
330049,3,33,3318,2,30,310,"Other animal drawn e",,0,0
330049,3,33,3318,2,30,311,"Other tractor drawn",,0,0
330049,3,33,3318,2,30,312,"Sprayer",,0,0
330049,3,33,3318,2,30,313,"Outboard motor",,0,0
330049,3,33,3318,2,30,314,"Canoe",,0,0
330049,3,33,3318,2,30,315,"Boat",,0,0
330049,3,33,3318,2,30,316,"Fishing net",,0,0
330049,3,33,3318,2,30,317,"Safety equipment(fis",,0,0
330049,3,33,3318,2,30,318,"Wheelbarrow",,0,0
330049,3,33,3318,2,30,319,"Cutlass","SHARP CUTLASS",1,0
330049,3,33,3318,2,30,320,"Hoe","2 BIG HOES",2,0
330049,3,33,3318,2,30,321,"Sickle","SICKLE",1,0
330049,3,33,3318,2,30,322,"Other (Specify)1",,,
330050,3,33,3318,2,30,301,"Tractor",,0,0
330050,3,33,3318,2,30,302,"Plough",,0,0
330050,3,33,3318,2,30,303,"Trailer/Cart",,0,0
330050,3,33,3318,2,30,304,"Ridger",,0,0
330050,3,33,3318,2,30,305,"Planter",,0,0
330050,3,33,3318,2,30,306,"Pickup",,0,0
330050,3,33,3318,2,30,307,"Harvester",,0,0
330050,3,33,3318,2,30,308,"Water pump",,0,0
330050,3,33,3318,2,30,309,"Sprinkler",,0,0
330050,3,33,3318,2,30,310,"Other animal drawn e",,0,0
330050,3,33,3318,2,30,311,"Other tractor drawn",,0,0
330050,3,33,3318,2,30,312,"Sprayer",,0,0
330050,3,33,3318,2,30,313,"Outboard motor",,0,0
330050,3,33,3318,2,30,314,"Canoe",,0,0
330050,3,33,3318,2,30,315,"Boat",,0,0
330050,3,33,3318,2,30,316,"Fishing net",,0,0
330050,3,33,3318,2,30,317,"Safety equipment(fis",,0,0
330050,3,33,3318,2,30,318,"Wheelbarrow",,0,0
330050,3,33,3318,2,30,319,"Cutlass",,1,0
330050,3,33,3318,2,30,320,"Hoe",,1,0
330050,3,33,3318,2,30,321,"Sickle",,1,0
330050,3,33,3318,2,30,322,"Other (Specify)1",,,
330051,3,33,3313,2,930,301,"Tractor",,0,0
330051,3,33,3313,2,930,302,"Plough",,0,0
330051,3,33,3313,2,930,303,"Trailer/Cart",,0,0
330051,3,33,3313,2,930,304,"Ridger",,0,0
330051,3,33,3313,2,930,305,"Planter",,0,0
330051,3,33,3313,2,930,306,"Pickup",,0,0
330051,3,33,3313,2,930,307,"Harvester",,0,0
330051,3,33,3313,2,930,308,"Water pump",,0,0
330051,3,33,3313,2,930,309,"Sprinkler",,0,0
330051,3,33,3313,2,930,310,"Other animal drawn e",,0,0
330051,3,33,3313,2,930,311,"Other tractor drawn",,0,0
330051,3,33,3313,2,930,312,"Sprayer",,0,0
330051,3,33,3313,2,930,313,"Outboard motor",,0,0
330051,3,33,3313,2,930,314,"Canoe",,0,0
330051,3,33,3313,2,930,315,"Boat",,0,0
330051,3,33,3313,2,930,316,"Fishing net",,0,0
330051,3,33,3313,2,930,317,"Safety equipment(fis",,0,0
330051,3,33,3313,2,930,318,"Wheelbarrow",,0,0
330051,3,33,3313,2,930,319,"Cutlass","2 BIG&2 SMALL CUTLAS",4,0
330051,3,33,3313,2,930,320,"Hoe","1 BIG & 1 SMALL HOE",2,0
330051,3,33,3313,2,930,321,"Sickle","1 SICKLE",1,0
330051,3,33,3313,2,930,322,"Other (Specify)1",,,
330052,3,33,3313,2,930,301,"Tractor",,0,0
330052,3,33,3313,2,930,302,"Plough",,0,0
330052,3,33,3313,2,930,303,"Trailer/Cart",,0,0
330052,3,33,3313,2,930,304,"Ridger",,0,0
330052,3,33,3313,2,930,305,"Planter",,0,0
330052,3,33,3313,2,930,306,"Pickup",,0,0
330052,3,33,3313,2,930,307,"Harvester",,0,0
330052,3,33,3313,2,930,308,"Water pump",,0,0
330052,3,33,3313,2,930,309,"Sprinkler",,0,0
330052,3,33,3313,2,930,310,"Other animal drawn e",,0,0
330052,3,33,3313,2,930,311,"Other tractor drawn",,0,0
330052,3,33,3313,2,930,312,"Sprayer",,0,0
330052,3,33,3313,2,930,313,"Outboard motor",,0,0
330052,3,33,3313,2,930,314,"Canoe",,0,0
330052,3,33,3313,2,930,315,"Boat",,0,0
330052,3,33,3313,2,930,316,"Fishing net",,0,0
330052,3,33,3313,2,930,317,"Safety equipment(fis","0",0,0
330052,3,33,3313,2,930,318,"Wheelbarrow","0",0,0
330052,3,33,3313,2,930,319,"Cutlass",,1,0
330052,3,33,3313,2,930,320,"Hoe","2 BIG HOES",2,0
330052,3,33,3313,2,930,321,"Sickle","2 SICKLES",2,0
330052,3,33,3313,2,930,322,"Other (Specify)1",,,
330053,3,33,3313,2,930,301,"Tractor",,0,0
330053,3,33,3313,2,930,302,"Plough",,0,0
330053,3,33,3313,2,930,303,"Trailer/Cart",,0,0
330053,3,33,3313,2,930,304,"Ridger",,0,0
330053,3,33,3313,2,930,305,"Planter",,0,0
330053,3,33,3313,2,930,306,"Pickup",,0,0
330053,3,33,3313,2,930,307,"Harvester",,0,0
330053,3,33,3313,2,930,308,"Water pump",,0,0
330053,3,33,3313,2,930,309,"Sprinkler",,0,0
330053,3,33,3313,2,930,310,"Other animal drawn e",,0,0
330053,3,33,3313,2,930,311,"Other tractor drawn",,0,0
330053,3,33,3313,2,930,312,"Sprayer",,0,0
330053,3,33,3313,2,930,313,"Outboard motor",,0,0
330053,3,33,3313,2,930,314,"Canoe",,0,0
330053,3,33,3313,2,930,315,"Boat",,0,0
330053,3,33,3313,2,930,316,"Fishing net",,0,0
330053,3,33,3313,2,930,317,"Safety equipment(fis",,0,0
330053,3,33,3313,2,930,318,"Wheelbarrow",,0,0
330053,3,33,3313,2,930,319,"Cutlass",,1,0
330053,3,33,3313,2,930,320,"Hoe",,1,0
330053,3,33,3313,2,930,321,"Sickle",,1,0
330053,3,33,3313,2,930,322,"Other (Specify)1",,,
330055,3,33,3313,2,930,301,"Tractor",,0,0
330055,3,33,3313,2,930,302,"Plough",,0,0
330055,3,33,3313,2,930,303,"Trailer/Cart",,0,0
330055,3,33,3313,2,930,304,"Ridger",,0,0
330055,3,33,3313,2,930,305,"Planter",,0,0
330055,3,33,3313,2,930,306,"Pickup",,0,0
330055,3,33,3313,2,930,307,"Harvester",,0,0
330055,3,33,3313,2,930,308,"Water pump",,0,0
330055,3,33,3313,2,930,309,"Sprinkler",,0,0
330055,3,33,3313,2,930,310,"Other animal drawn e",,0,0
330055,3,33,3313,2,930,311,"Other tractor drawn",,0,0
330055,3,33,3313,2,930,312,"Sprayer",,0,0
330055,3,33,3313,2,930,313,"Outboard motor",,0,0
330055,3,33,3313,2,930,314,"Canoe",,0,0
330055,3,33,3313,2,930,315,"Boat",,0,0
330055,3,33,3313,2,930,316,"Fishing net",,0,0
330055,3,33,3313,2,930,317,"Safety equipment(fis",,0,0
330055,3,33,3313,2,930,318,"Wheelbarrow",,0,0
330055,3,33,3313,2,930,319,"Cutlass","1 CUTLASS",1,0
330055,3,33,3313,2,930,320,"Hoe","3 BIG HOES",3,0
330055,3,33,3313,2,930,321,"Sickle","2 SICKLES",2,0
330055,3,33,3313,2,930,322,"Other (Specify)1",,,
330056,3,33,3313,2,930,301,"Tractor",,0,0
330056,3,33,3313,2,930,302,"Plough",,0,0
330056,3,33,3313,2,930,303,"Trailer/Cart",,0,0
330056,3,33,3313,2,930,304,"Ridger",,0,0
330056,3,33,3313,2,930,305,"Planter",,0,0
330056,3,33,3313,2,930,306,"Pickup",,0,0
330056,3,33,3313,2,930,307,"Harvester",,0,0
330056,3,33,3313,2,930,308,"Water pump",,0,0
330056,3,33,3313,2,930,309,"Sprinkler",,0,0
330056,3,33,3313,2,930,310,"Other animal drawn e",,0,0
330056,3,33,3313,2,930,311,"Other tractor drawn",,0,0
330056,3,33,3313,2,930,312,"Sprayer",,0,0
330056,3,33,3313,2,930,313,"Outboard motor",,0,0
330056,3,33,3313,2,930,314,"Canoe",,0,0
330056,3,33,3313,2,930,315,"Boat",,0,0
330056,3,33,3313,2,930,316,"Fishing net",,0,0
330056,3,33,3313,2,930,317,"Safety equipment(fis",,0,0
330056,3,33,3313,2,930,318,"Wheelbarrow",,0,0
330056,3,33,3313,2,930,319,"Cutlass",,1,0
330056,3,33,3313,2,930,320,"Hoe",,1,0
330056,3,33,3313,2,930,321,"Sickle",,1,0
330056,3,33,3313,2,930,322,"Other (Specify)1",,,
330057,3,33,3313,2,930,301,"Tractor",,0,0
330057,3,33,3313,2,930,302,"Plough",,0,0
330057,3,33,3313,2,930,303,"Trailer/Cart",,0,0
330057,3,33,3313,2,930,304,"Ridger",,0,0
330057,3,33,3313,2,930,305,"Planter",,0,0
330057,3,33,3313,2,930,306,"Pickup",,0,0
330057,3,33,3313,2,930,307,"Harvester",,0,0
330057,3,33,3313,2,930,308,"Water pump",,0,0
330057,3,33,3313,2,930,309,"Sprinkler",,0,0
330057,3,33,3313,2,930,310,"Other animal drawn e",,0,0
330057,3,33,3313,2,930,311,"Other tractor drawn",,0,0
330057,3,33,3313,2,930,312,"Sprayer",,0,0
330057,3,33,3313,2,930,313,"Outboard motor",,0,0
330057,3,33,3313,2,930,314,"Canoe",,0,0
330057,3,33,3313,2,930,315,"Boat",,0,0
330057,3,33,3313,2,930,316,"Fishing net",,0,0
330057,3,33,3313,2,930,317,"Safety equipment(fis",,0,0
330057,3,33,3313,2,930,318,"Wheelbarrow",,0,0
330057,3,33,3313,2,930,319,"Cutlass",,1,0
330057,3,33,3313,2,930,320,"Hoe",,2,0
330057,3,33,3313,2,930,321,"Sickle",,1,0
330057,3,33,3313,2,930,322,"Other (Specify)1",,,
330058,3,33,3313,2,930,301,"Tractor",,0,0
330058,3,33,3313,2,930,302,"Plough",,0,0
330058,3,33,3313,2,930,303,"Trailer/Cart",,0,0
330058,3,33,3313,2,930,304,"Ridger",,0,0
330058,3,33,3313,2,930,305,"Planter",,0,0
330058,3,33,3313,2,930,306,"Pickup",,0,0
330058,3,33,3313,2,930,307,"Harvester",,0,0
330058,3,33,3313,2,930,308,"Water pump",,0,0
330058,3,33,3313,2,930,309,"Sprinkler",,0,0
330058,3,33,3313,2,930,310,"Other animal drawn e",,0,0
330058,3,33,3313,2,930,311,"Other tractor drawn",,0,0
330058,3,33,3313,2,930,312,"Sprayer",,0,0
330058,3,33,3313,2,930,313,"Outboard motor",,0,0
330058,3,33,3313,2,930,314,"Canoe",,0,0
330058,3,33,3313,2,930,315,"Boat",,0,0
330058,3,33,3313,2,930,316,"Fishing net",,0,0
330058,3,33,3313,2,930,317,"Safety equipment(fis",,0,0
330058,3,33,3313,2,930,318,"Wheelbarrow",,0,0
330058,3,33,3313,2,930,319,"Cutlass",,1,0
330058,3,33,3313,2,930,320,"Hoe",,1,0
