"zone","state","lga","sector","ea","hhid","plotid","cropid","cropname","cropcode","s11hq1","s11hq2a","s11hq2b","s11hq3","s11hq4","s11hq5a","s11hq5b","s11hq6","s11hq7a","s11hq7b","s11hq8","s11hq9","s11hq9b","s11hq10","s11hq11","s11hq12a","s11hq12b","s11hq13","s11hq14a","s11hq14b","s11hq15","s11hq16","s11hq16b","s11hq17a","s11hq17b","s11hq18a","s11hq18b","s11hq19a","s11hq19b","s11hq20a","s11hq20b","s11hq20c","s11hq21","s11hq21b","s11hq22","s11hq23","s11hq23b","s11hq24a","s11hq24b","s11hq25a","s11hq25b","s11hq25c","s11hq26a","s11hq26b","s11hq26c","tracked_obs"
1,31,3111,2,2966,310033,4,1,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310033,4,2,"BROWN BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310034,1,1,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310034,2,1,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310034,2,2,"SWEET POTATOES",2181,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310034,2,3,"IRISH POTATOES",2180,2,,,,,,,,,,,,,,,,,,,,,,,2,8,,,25,1,2,1,4,4,,1,2,,50,1,4,,,1,3,,0
1,31,3111,2,2966,310034,3,1,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310034,3,2,"BROWN BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310034,4,1,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310035,1,1,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310035,1,2,"POTATOES IRISH",2180,1,3000,1,150000,"N1",3000,1,150000,1,,,6,,2,,,,,,,,,,200,1,,,300,1,5,1,50,1,,1,2,,300,1,4,,,1,3,,0
1,31,3111,2,2966,310035,1,3,"SOYA BEANS",2220,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310035,2,1,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310035,2,2,"POTATOES IRISH",2180,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310035,3,1,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310035,3,2,"SORGHUM",1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310035,4,1,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310035,4,2,"SWEET POTATOES",2181,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310036,1,1,"POTATOES",2180,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310036,1,2,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310037,1,1,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310037,1,2,"POTATOES",2180,1,150,1,6000,"N2",150,1,6000,1,,300,5,,2,,,,,,,,,,50,1,,,,,25,1,4,1,,1,1,,200,1,4,,,1,3,,0
1,31,3111,2,2966,310037,1,3,"BROWN BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310037,2,1,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310037,2,2,"BROWN BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310037,2,3,"GARDEN EGG",2080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310037,3,1,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310037,3,2,"POTATOES",2180,1,200,1,8000,"N2",200,1,8000,1,,400,5,,2,,,,,,,,,,,,,,,,20,1,2,1,,1,1,,350,1,4,,,1,3,,0
1,31,3111,2,2966,310037,3,3,"SOYA BEANS",2220,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310037,3,4,"BROWN BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310037,4,1,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310037,4,2,"BROWN BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310037,4,3,"TOMATOES",2260,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310037,4,4,"PEPPER",2140,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310038,1,1,"MAIZE",1080,1,500,1,40000,"N1",500,1,40000,1,2,,1,,2,,,,,,,,,,100,1,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310038,1,2,"POTATOES",2180,1,300,1,24000,"N1",300,1,24000,1,,,1,,2,,,,,,,,,,50,1,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310038,2,1,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310038,2,2,"POTATOES",2180,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,300,1,4,,,1,,,0
1,31,3111,2,2966,310038,3,1,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310038,4,1,"SWEET POTATOES",2181,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310039,1,1,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310039,1,2,"POTATOES",2180,1,200,1,2000,"N1",200,1,20000,1,2,,1,,2,,,,,,,,,,50,1,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310039,2,1,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310039,2,2,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310039,3,1,"MAIZE.",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310040,1,1,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310040,2,1,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3111,2,2966,310040,2,2,"BEANS LOCAL",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310041,1,1,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310041,1,2,"JUTE",3100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310042,1,1,"GUINEA CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310042,1,2,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310043,1,1,"MILLET",1100,1,50,1,3500,"N1",,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310043,1,2,"GUINEA CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310043,1,3,"BEANS",1010,1,100,1,8000,"N2",,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310043,2,1,"GUINEA CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310043,2,2,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310043,3,1,"BEANS",1010,1,1000,1,9000,"N1",,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310046,1,1,"COTTON",1050,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310046,1,2,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310046,2,1,"TOMATOES",2260,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310046,2,2,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310046,2,3,"MELON",1090,1,100,1,8000,"N1",100,1,8000,1,,,1,,2,,,,,,,,,,,,,,,,,,,,,1,3,,400,1,4,,,5,,,0
1,31,3107,2,1092,310046,3,1,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310046,3,2,"MILLET",1100,1,100,1,6000,"N1",100,1,6000,1,,,1,,2,,,,,,,,,,,,,,,,,,,,,1,4,,100,1,4,,,1,,,0
1,31,3107,2,1092,310046,3,3,"TOMATOES",2260,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310047,1,1,"GUINEA CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310047,1,2,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,50,1,4,,,1,2,,0
1,31,3107,2,1092,310047,1,3,"COTTON",1050,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310047,2,1,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310047,3,1,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310048,1,1,"GUINEA CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310048,1,2,"MILLET",1100,2,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,1,1,,50,1,4,,,1,2,,0
1,31,3107,2,1092,310048,1,3,"GROUNDNUT",1060,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310048,1,4,"WHITE BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310048,2,1,"GUINEA CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310048,2,2,"WHITE BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310049,1,1,"COTTON",1050,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310049,1,2,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310049,1,3,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310049,1,4,"OKRO",2120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310049,2,1,"MILLET",1100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,300,1,4,,,1,2,,0
1,31,3107,2,1092,310049,2,2,"SORGHUM",1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310049,2,3,"GROUNDNUT",1060,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310049,2,4,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310049,2,5,"OKRO",2120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310049,3,1,"MAIZE",1100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,300,1,4,,,1,3,,0
1,31,3107,2,1092,310049,3,2,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310049,3,3,"SORGHUM",1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310049,3,4,"MELON",1090,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,40,1,4,,,1,2,,0
1,31,3107,2,1092,310049,3,5,"MAIZE",1100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,200,1,4,,,1,2,,0
1,31,3107,2,1092,310050,1,1,"MILLET",1100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,100,1,4,,,1,2,,0
1,31,3107,2,1092,310050,1,2,"SORGHUM",1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310050,1,3,"GROUNDNUT",1060,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310050,1,4,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310050,2,1,"SORGHUM",1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310050,2,2,"GROUNDNUT",1060,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,2,1092,310050,2,3,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,1,724,310054,1,1,"GROUNDNUT",1060,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,1,724,310055,1,1,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,1,724,310059,1,1,"GROUNDNUT",1060,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,1,724,310059,1,2,"MILLET",1100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,1,724,310059,1,3,"GUINEA CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,1,724,310059,1,4,"COWPEA",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,1,724,310059,2,1,"GROUNDNUT",1060,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,1,724,310059,2,2,"MILLET",1100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,1,724,310060,1,1,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,1,724,310060,1,2,"GUINEA CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,1,724,310060,1,3,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3107,1,724,310060,2,1,"TOMATOES",2260,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3113,2,332,310061,1,1,"MILLET",1100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3113,2,332,310061,1,2,"SORGHUM",1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3113,2,332,310062,1,1,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,500,1,1,,,1,2,,0
1,31,3113,2,332,310062,1,2,"GUINEA CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3113,2,332,310062,2,1,"GUINEA CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3113,2,332,310062,3,1,"MILLET",1100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3113,2,332,310063,1,1,"MILLET",1100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3113,2,332,310063,1,2,"SORGHUM",1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3113,2,332,310065,1,1,"GUINEA CORN",1070,1,100,1,20000,"N1",100,1,20000,1,,200,5,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3113,2,332,310065,2,1,"''    ''",1070,1,100,1,20000,"N1",100,1,20000,1,,200,5,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3113,2,332,310066,1,1,"GUINEA CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3113,2,332,310066,2,1,"GUINEA CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3113,2,332,310066,2,2,"MILLET",1100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3113,2,332,310067,1,1,"GUINEA CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3113,2,332,310067,1,2,"MILLET",1100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3113,2,332,310068,1,1,"GUINEA CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,200,2,1,,,1,2,,0
1,31,3113,2,332,310068,1,2,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3113,2,332,310068,2,1,"MILLET",1100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3113,2,332,310068,2,2,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3113,2,332,310070,1,1,"GUINEA CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,20,5,,,,,,,,,,2,,,,,,,,,,,0
1,31,3113,2,332,310070,2,1,"'''     '''",1070,2,,,,,,,,,,,,,,,,,,,,,,,15,5,,,,,,,,,,2,,,,,,,,,,,0
1,31,3113,2,332,310070,3,1,"'''     '''",1070,2,,,,,,,,,,,,,,,,,,,,,,,10,5,,,,,,,,,,2,,,,,,,,,,,0
1,31,3109,2,1026,310071,1,1,"GROUNDNUT",1060,1,100,1,3000,"N2",100,1,3000,1,,,1,,2,,,,,,,,,,,,,,,,,,,,,1,3,,100,1,4,,,1,,,0
1,31,3109,2,1026,310071,1,2,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3109,2,1026,310071,1,3,"MILLET",1100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3109,2,1026,310071,1,4,"GUINEA CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3109,2,1026,310071,1,5,"BAMBARA NUT",2020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3109,2,1026,310071,2,1,"MILLET",1100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3109,2,1026,310071,2,2,"GROUNDNUT",1060,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3109,2,1026,310071,2,3,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3109,2,1026,310073,1,1,"G.CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,1,5,,7,"2 MUCH RAINFALL",2,,,,,,,,,,,0
1,31,3109,2,1026,310073,1,2,"GROUNDNUT",1062,2,,,,,,,,,,,,,,,,,,,,,,,,,,,50,5,,,,,,2,,,,,,,,,,,0
1,31,3109,2,1026,310073,1,3,"MILLET",1100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5,,,,,,2,,,,,,,,,,,0
1,31,3109,2,1026,310073,1,4,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,,,,,,2,,,,,,,,,,,0
1,31,3109,2,1026,310074,1,1,"MILLET",1100,1,200,1,12000,"N1",200,1,12000,1,,600,4,,2,,,,,,,,,,,,,,,,,,,,,1,4,,600,1,4,,,1,3,,0
1,31,3109,2,1026,310074,1,2,"GROUNDNUT",1060,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3109,2,1026,310074,2,1,"GUINEA CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3109,2,1026,310074,2,2,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3109,2,1026,310074,2,3,"EGUSI",1090,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3109,2,1026,310074,3,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3109,2,1026,310074,3,2,"GROUNDNUT",1060,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3109,2,1026,310075,1,1,"RICE",1110,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3109,2,1026,310075,2,1,"MILLET",1100,1,50,1,4000,"N1",50,1,4000,1,,100,4,,2,,,,,,,,,,10,1,,,,,1,1,1,1,,1,1,,100,1,4,,,1,1,,0
1,31,3109,2,1026,310075,2,2,"G.NUT",1060,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3109,2,1026,310075,2,3,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3109,2,1026,310075,2,4,"G.CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3109,2,1026,310075,2,5,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3109,2,1026,310075,3,1,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3109,2,1026,310076,1,1,"GUINEA CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3109,2,1026,310076,1,2,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3109,2,1026,310076,2,1,"GROUNDNUT",1060,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3109,2,1026,310076,2,2,"MILLET",1100,1,300,1,24000,"N1",300,1,24000,1,,,1,,2,,,,,,,,,,,,,,,,,,,,,1,4,,200,1,4,,,1,3,,0
1,31,3109,2,1026,310076,3,1,"GUINEA CORN",1070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3109,2,1026,310076,3,2,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3109,2,1026,310076,4,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3109,2,1026,310076,5,1,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
1,31,3109,2,1026,310077,1,1,"GROUNDNUT",1060,1,300,1,9000,"N1",300,1,9000,1,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,30,5,4,,,1,,,0
1,31,3109,2,1026,310077,1,2,"BEANS",1010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
