"zone","state","lga","sector","ea","hhid","seedid","cropcode","s11eq4a","s11eq4a_os","s11eq4","s11eq6a","s11eq6b","s11eq6b_os","s11eq6c","s11eq8","s11eq10a","s11eq10b","s11eq10b_os","s11eq10c","s11eq11","s11eq11_os","s11eq13","s11eq13_os","s11eq14","s11eq18a","s11eq18b","s11eq18b_os","s11eq18c","s11eq15_1","s11eq15_2","s11eq15_3","s11eq15_4","s11eq21","s11eq21a","s11eq22a","s11eq22a_os","s11eq23a","s11eq20","s11eq20_os"
2,34,3402,2,768,349034,10802,1080,7,,1,1,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,34,3402,2,768,349034,11212,1121,7,,1,20,211,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,34,3402,2,768,349036,10102,1010,7,,2,,,,,2,,,,,,,,,1,15,30,,2,1,,,,9000,2,7,,2,5,
2,34,3402,2,768,349036,10702,1070,9,,1,2,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,34,3402,2,768,349036,11212,1121,8,,1,7000,211,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,34,3406,2,728,349037,10702,1070,2,,2,,,,,2,,,,,,,,,1,6,30,,0,1,,,,900,2,6,,1,5,
2,34,3406,2,728,349037,10802,1080,2,,2,,,,,2,,,,,,,,,1,12,30,,0,1,,,,900,2,6,,1,5,
2,34,3406,2,728,349039,11102,1110,2,,2,,,,,2,,,,,,,,,1,1,130,,11,1,,,,10000,1,6,,0.5,5,
2,34,3406,2,728,349043,10802,1080,6,,1,30,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,34,3406,2,728,349047,10802,1080,2,,2,,,,,2,,,,,,,,,1,2,30,,0,1,,,,600,1,6,,1,1,
2,34,3407,1,64,349050,10802,1080,7,,2,,,,,2,,,,,,,,,1,12,30,,0,1,,,,1400,1,7,,30,5,
2,34,3407,1,64,349050,11102,1110,7,,2,,,,,2,,,,,,,,,1,10,30,,0,1,,,,1750,2,7,,30,5,
2,34,3407,1,64,349051,10702,1070,9,,1,5,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,34,3407,1,64,349051,10802,1080,9,,1,4,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,34,3407,1,64,349051,11102,1110,9,,1,1,130,,11,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,34,3407,1,64,349052,10802,1080,9,,2,,,,,1,3,30,,0,1,,1,,2,,,,,,,,,,,,,,,
2,34,3407,1,64,349052,11102,1110,9,,2,,,,,1,6,30,,0,1,,1,,2,,,,,,,,,,,,,,,
2,34,3407,1,64,349053,10702,1070,7,,1,10,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,34,3407,1,64,349053,11102,1110,7,,1,1,130,,12,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,34,3407,1,64,349054,10602,1060,9,,2,,,,,2,,,,,,,,,1,5,30,,2,1,,,,1500,2,6,,0,1,
2,34,3407,1,64,349055,10801,1080,6,,2,,,,,2,,,,,,,,,1,25,130,,10,1,,,,7000,2,7,,7,5,
2,34,3407,1,64,349055,11102,1110,6,,1,1,130,,11,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,34,3407,1,64,349056,10702,1070,1,,1,1,30,,0,1,25,30,,0,1,,5,,2,,,,,,,,,,,,,,,
2,34,3407,1,64,349056,10802,1080,1,,1,1,30,,0,1,2,130,,11,1,,5,,2,,,,,,,,,,,,,,,
2,34,3407,1,64,349057,10702,1070,1,,1,1,30,,0,1,10,30,,0,1,,1,,2,,,,,,,,,,,,,,,
2,34,3407,1,64,349057,10802,1080,1,,1,1,130,,11,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,34,3407,1,64,349059,10802,1080,1,,1,1,30,,0,2,,,,,,,,,1,20,30,,0,1,,,,4000,1,7,,12,5,
2,34,3407,1,64,349059,11102,1110,1,,2,,,,,2,,,,,,,,,1,1,130,,11,1,,,,12000,1,7,,12,5,
2,34,3407,1,64,349060,10802,1080,2,,2,,,,,2,,,,,,,,,1,25,130,,12,1,,,,4500,2,1,,0,1,
2,34,3407,1,64,349060,11102,1110,7,,2,,,,,2,,,,,,,,,1,1,130,,12,1,,,,11000,2,7,,30,5,
2,34,3409,2,500,349061,10802,1080,2,,2,,,,,2,,,,,,,,,1,30,30,,0,1,,,,6000,2,7,,3,5,
2,34,3409,2,500,349062,10802,1080,7,,2,,,,,2,,,,,,,,,1,4,30,,2,1,,,,1200,2,7,,3,5,
2,34,3409,2,500,349066,10802,1080,1,,1,2,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,34,3409,2,500,349066,20402,2040,1,,2,,,,,2,,,,,,,,,1,2,30,,2,1,,,,2000,2,7,,3,5,
2,34,3409,2,500,349067,10802,1080,2,,2,,,,,2,,,,,,,,,1,6,30,,2,1,,,,1200,2,6,,1,5,
2,34,3409,2,500,349067,30400,3040,2,,1,40,260,,,2,,,,,,,,,1,40,260,,,1,,,,10000,2,2,,0,1,
2,34,3409,2,500,349068,10601,1060,6,,2,,,,,2,,,,,,,,,1,20,30,,2,1,,,,12000,2,7,,3,5,
2,34,3409,2,500,349068,10801,1080,6,,2,,,,,2,,,,,,,,,1,1,130,,10,1,,,,12000,2,7,,6,5,
2,34,3409,2,500,349069,10602,1060,1,,2,,,,,2,,,,,,,,,1,10,30,,2,1,,,,5000,1,6,,3,5,
2,34,3409,2,500,349069,10802,1080,6,,2,,,,,1,2,30,,2,6,,5,,2,,,,,,,,,,,,,,,
2,34,3409,2,500,349071,10102,1010,1,,2,,,,,2,,,,,,,,,1,2,30,,0,1,,,,800,1,6,,2,5,
2,34,3409,2,500,349071,10801,1080,5,,2,,,,,2,,,,,,,,,1,3,30,,2,1,,,,9000,2,6,,3,5,
2,34,3409,2,500,349072,10602,1060,1,,2,,,,,2,,,,,,,,,1,15,30,,0,1,,,,6000,1,6,,3,5,
2,34,3409,2,500,349072,10802,1080,1,,2,,,,,2,,,,,,,,,1,5,30,,0,1,,,,2000,1,6,,3,5,
2,34,3409,2,500,349072,31800,3180,5,,1,5,260,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,34,3411,2,1034,349073,10102,1010,7,,2,,,,,2,,,,,,,,,1,2,30,,0,1,,,,400,2,6,,1,1,
2,34,3411,2,1034,349073,10801,1080,7,,2,,,,,2,,,,,,,,,1,4,30,,0,1,,,,600,2,6,,1,1,
2,34,3411,2,1034,349073,21811,2181,7,,2,,,,,2,,,,,,,,,1,3,130,,12,1,,,,3000,1,6,,1,1,
2,34,3411,2,1034,349075,10102,1010,6,,1,2,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,34,3411,2,1034,349075,10802,1080,6,,1,8,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,34,3411,2,1034,349080,10602,1060,9,,2,,,,,2,,,,,,,,,1,24,30,,0,1,,,,14400,1,6,,1,6,
2,34,3411,2,1034,349080,10702,1070,9,,2,,,,,2,,,,,,,,,1,6,30,,2,1,,,,1500,1,7,,1,6,
2,34,3411,2,1034,349080,10802,1080,9,,2,,,,,2,,,,,,,,,1,16,30,,2,1,,,,4000,1,7,,1,6,
2,34,3411,2,1034,349084,10802,1080,1,,2,,,,,2,,,,,,,,,1,10,30,,0,1,,,,5000,1,6,,2,1,
2,34,3416,2,620,349085,10102,1010,9,,2,,,,,2,,,,,,,,,1,1,30,,0,1,,,,600,2,7,,8,5,
2,34,3416,2,620,349085,10802,1080,9,,2,,,,,2,,,,,,,,,1,1,30,,2,1,,,,280,2,7,,8,5,
2,34,3416,2,620,349085,11102,1110,9,,2,,,,,2,,,,,,,,,1,2,130,,11,1,,,,16000,2,7,,8,5,
2,34,3416,2,620,349086,10602,1060,7,,2,,,,,2,,,,,,,,,1,10,30,,2,1,,,,8000,2,7,,3,5,
2,34,3416,2,620,349086,20202,2020,7,,2,,,,,2,,,,,,,,,1,3,30,,2,1,,,,2100,1,7,,3,5,
2,34,3416,2,620,349087,10602,1060,9,,1,17,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,34,3416,2,620,349088,10602,1060,9,,2,,,,,2,,,,,,,,,1,10,30,,2,1,,,,4000,2,7,,8,5,
2,34,3416,2,620,349088,10702,1070,9,,1,2,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,34,3416,2,620,349088,11002,1100,9,,1,1,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,34,3416,2,620,349088,11102,1110,9,,2,,,,,2,,,,,,,,,1,10,30,,2,1,,,,4000,2,7,,8,5,
2,34,3416,2,620,349089,10602,1060,8,,1,5,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,34,3416,2,620,349089,10802,1080,6,,1,2,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,34,3416,2,620,349089,11102,1110,6,,1,10,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,34,3416,2,620,349090,10702,1070,9,,1,5,30,,2,2,,,,,,,,,1,1,30,,2,1,,,,350,1,6,,3,5,
2,34,3416,2,620,349090,10802,1080,9,,1,4,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,34,3416,2,620,349091,10602,1060,7,,1,1,12,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,34,3416,2,620,349091,20202,2020,7,,1,1,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,34,3416,2,620,349092,10602,1060,7,,2,,,,,2,,,,,,,,,1,12,30,,2,1,,,,9600,2,7,,3,5,
2,34,3416,2,620,349092,11102,1110,7,,2,,,,,2,,,,,,,,,1,30,30,,2,1,,,,7000,2,7,,3,5,
2,34,3416,2,620,349092,20202,2020,7,,2,,,,,2,,,,,,,,,1,4,30,,2,1,,,,2800,2,7,,3,5,
2,34,3416,2,620,349093,10602,1060,7,,1,1,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,34,3416,2,620,349093,10702,1070,7,,1,2,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,34,3416,2,620,349093,20202,2020,7,,1,1,30,,2,2,,,,,,,,,1,3,30,,2,1,,,,1500,1,6,,1,1,
2,34,3416,2,620,349095,10102,1010,7,,1,3,12,,,2,,,,,,,,,1,1,30,,2,1,,,,1000,1,7,,4,7,
2,34,3416,2,620,349095,10602,1060,7,,1,2,30,,2,2,,,,,,,,,1,7,30,,2,1,,,,4200,1,7,,4,5,
2,34,3416,2,620,349095,11002,1100,7,,1,4,12,,,2,,,,,,,,,1,1,30,,2,1,,,,600,1,7,,4,5,
2,34,3416,2,620,349095,20202,2020,6,,1,5,12,,,2,,,,,,,,,1,1,30,,2,1,,,,600,1,7,,4,5,
2,34,3411,2,1034,349109,10702,1070,6,,1,16,20,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,34,3411,2,1034,349109,10802,1080,6,,1,20,20,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3513,2,576,350061,10702,1070,7,,1,4,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3513,2,576,350061,11002,1100,7,,1,3,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3513,2,576,350062,10102,1010,1,,1,2,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3513,2,576,350062,10702,1070,2,,1,4,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3513,2,576,350062,11002,1100,1,,1,5,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3513,2,576,350062,20402,2040,2,,1,2,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3513,2,576,350063,10702,1070,9,,1,5,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3513,2,576,350063,20402,2040,9,,1,1,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3513,2,576,350064,10702,1070,2,,1,5,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3513,2,576,350064,11002,1100,2,,1,5,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3513,2,576,350064,21202,2120,2,,1,1,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3513,2,576,350065,10702,1070,7,,2,,,,,2,,,,,,,,,1,2,50,,2,1,,,,600,1,2,,0,1,
2,35,3513,2,576,350065,11002,1100,7,,2,,,,,2,,,,,,,,,1,2,50,,2,1,,,,700,1,2,,0,1,
2,35,3513,2,576,350065,20402,2040,7,,2,,,,,2,,,,,,,,,1,1,50,,0,1,,,,500,1,2,,0,1,
2,35,3513,2,576,350066,10702,1070,9,,1,5,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3513,2,576,350066,11002,1100,9,,1,7,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3513,2,576,350067,10102,1010,2,,1,1,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3513,2,576,350067,10702,1070,2,,1,4,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3513,2,576,350067,11002,1100,2,,1,3,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3513,2,576,350067,20402,2040,2,,1,1,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3513,2,576,350068,10102,1010,9,,1,1,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3513,2,576,350068,10702,1070,9,,1,4,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3513,2,576,350068,11002,1100,9,,1,4,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3513,2,576,350069,10702,1070,1,,1,4,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3513,2,576,350069,11002,1100,1,,2,,,,,1,2,50,,2,3,,1,,2,,,,,,,,,,,,,,,
2,35,3513,2,576,350070,10102,1010,1,,2,,,,,1,2,50,,2,1,,1,,2,,,,,,,,,,,,,,,
2,35,3513,2,576,350070,10702,1070,2,,1,4,12,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3513,2,576,350070,11002,1100,2,,1,4,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3513,2,576,350070,20402,2040,2,,2,,,,,2,,,,,,,,,1,2,30,,0,1,,,,800,2,7,,16,6,
2,35,3505,2,1726,359002,10702,1070,2,,2,,,,,1,1,50,,2,2,,1,,2,,,,,,,,,,,,,,,
2,35,3505,2,1726,359002,20402,2040,2,,2,,,,,2,,,,,,,,,1,1,50,,2,1,,,,1200,2,6,,2,1,
2,35,3505,2,1726,359003,10102,1010,2,,1,2,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3505,2,1726,359003,11002,1100,1,,1,5,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3505,2,1726,359003,20402,2040,1,,1,2,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3505,2,1726,359004,10102,1010,6,,2,,,,,2,,,,,,,,,1,3,30,,2,1,,,,2700,1,6,,0,1,
2,35,3505,2,1726,359004,10702,1070,7,,1,15,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3505,2,1726,359004,11002,1100,7,,1,10,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3505,2,1726,359004,20402,2040,7,,2,,,,,2,,,,,,,,,1,3,30,,2,1,,,,3600,1,6,,0,1,
2,35,3505,2,1726,359005,10102,1010,2,,1,2,30,,0,2,,,,,,,,,1,2,30,,0,1,,,,1000,1,6,,2,1,
2,35,3505,2,1726,359005,10702,1070,1,,2,,,,,2,,,,,,,,,1,2,30,,0,1,,,,500,2,6,,2,1,
2,35,3505,2,1726,359005,11002,1100,2,,1,5,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3505,2,1726,359005,11102,1110,2,,2,,,,,1,2,30,,0,2,,1,,2,,,,,,,,,,,,,,,
2,35,3505,2,1726,359005,20402,2040,2,,2,,,,,2,,,,,,,,,1,3,30,,0,1,,,,1000,2,6,,2,1,
2,35,3505,2,1726,359006,10702,1070,2,,2,,,,,2,,,,,,,,,1,3,50,,2,1,,,,1000,1,6,,1,1,
2,35,3505,2,1726,359006,11002,1100,2,,2,,,,,2,,,,,,,,,1,3,50,,2,1,,,,1000,2,6,,1,1,
2,35,3505,2,1726,359007,10102,1010,1,,2,,,,,1,2,30,,0,2,,1,,2,,,,,,,,,,,,,,,
2,35,3505,2,1726,359007,10702,1070,1,,2,,,,,1,2,30,,0,1,,1,,2,,,,,,,,,,,,,,,
2,35,3505,2,1726,359007,11002,1100,1,,2,,,,,1,1,30,,0,1,,1,,2,,,,,,,,,,,,,,,
2,35,3505,2,1726,359007,20402,2040,1,,2,,,,,1,1,50,,1,1,,1,,2,,,,,,,,,,,,,,,
2,35,3505,2,1726,359008,10102,1010,9,,2,,,,,2,,,,,,,,,1,3,50,,2,1,,,,3000,1,6,,1,1,
2,35,3505,2,1726,359008,10702,1070,9,,1,3,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3505,2,1726,359008,11002,1100,9,,1,3,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3505,2,1726,359008,20402,2040,9,,1,4,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3505,2,1726,359009,10102,1010,2,,1,3,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3505,2,1726,359009,10702,1070,2,,1,3,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3505,2,1726,359009,11002,1100,2,,1,2,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3505,2,1726,359009,20402,2040,2,,1,3,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3505,2,1726,359010,10102,1010,1,,2,,,,,2,,,,,,,,,1,5,50,,2,1,,,,5000,1,6,,1,1,
2,35,3505,2,1726,359010,10702,1070,1,,2,,,,,2,,,,,,,,,1,5,50,,2,1,,,,1500,1,6,,1,1,
2,35,3505,2,1726,359010,11002,1100,1,,2,,,,,2,,,,,,,,,1,5,50,,2,1,,,,1500,2,6,,1,1,
2,35,3505,2,1726,359010,20402,2040,1,,2,,,,,2,,,,,,,,,1,5,50,,2,1,,,,5000,2,6,,1,1,
2,35,3505,2,1726,359011,10702,1070,7,,2,,,,,2,,,,,,,,,1,4,30,,2,1,,,,1200,1,6,,0,1,
2,35,3505,2,1726,359011,11002,1100,7,,2,,,,,2,,,,,,,,,1,3,30,,2,1,,,,1050,1,6,,0,1,
2,35,3505,2,1726,359011,20402,2040,6,,2,,,,,2,,,,,,,,,1,3,30,,2,1,,,,1200,1,6,,0,1,
2,35,3506,2,2404,359013,10102,1010,7,,1,1,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3506,2,2404,359013,10702,1070,7,,1,1,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3506,2,2404,359013,11002,1100,7,,1,2,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3506,2,2404,359015,11002,1100,2,,1,3,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3506,2,2404,359015,20402,2040,2,,1,2,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3506,2,2404,359018,21302,2130,2,,1,250000,80,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3506,2,2404,359019,11002,1100,1,,1,2,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3506,2,2404,359020,10102,1010,1,,2,,,,,2,,,,,,,,,1,2,30,,0,1,,,,1000,2,6,,2,1,
2,35,3506,2,2404,359020,10702,1070,1,,2,,,,,2,,,,,,,,,1,4,30,,0,1,,,,1200,2,6,,2,1,
2,35,3506,2,2404,359020,11002,1100,1,,2,,,,,2,,,,,,,,,1,4,50,,2,1,,,,1400,2,6,,100,1,
2,35,3506,2,2404,359020,20402,2040,1,,2,,,,,2,,,,,,,,,1,1,30,,0,1,,,,100,2,6,,2,1,
2,35,3506,2,2404,359021,10102,1010,2,,1,2,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3506,2,2404,359021,10702,1070,2,,1,5,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3506,2,2404,359021,11002,1100,2,,1,15,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3506,2,2404,359021,11102,1110,2,,1,80,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3506,2,2404,359023,10102,1010,2,,1,4,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3506,2,2404,359023,11002,1100,1,,1,5,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3506,2,2404,359023,20402,2040,1,,1,3,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3507,2,596,359027,10102,1010,9,,2,,,,,1,2,50,,0,2,,1,,2,,,,,,,,,,,,,,,
2,35,3507,2,596,359027,10702,1070,9,,2,,,,,1,3,50,,0,2,,1,,2,,,,,,,,,,,,,,,
2,35,3507,2,596,359029,11102,1110,9,,1,50,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3507,2,596,359031,10102,1010,1,,2,,,,,2,,,,,,,,,1,5,30,,0,1,,,,6000,2,6,,0.5,1,
2,35,3507,2,596,359031,10702,1070,1,,2,,,,,1,5,30,,0,2,,1,,1,5,30,,0,1,,,,1750,2,6,,0.5,1,
2,35,3507,2,596,359031,10802,1080,1,,2,,,,,2,,,,,,,,,1,4,30,,0,1,,,,3000,2,6,,0.5,1,
2,35,3507,2,596,359031,20402,2040,1,,2,,,,,2,,,,,,,,,1,5,30,,0,1,,,,2500,2,6,,0.5,1,
2,35,3507,2,596,359032,10102,1010,1,,1,7,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3507,2,596,359032,10602,1060,1,,1,4,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3507,2,596,359032,10702,1070,1,,1,4,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3507,2,596,359033,10102,1010,2,,1,4,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3507,2,596,359033,10602,1060,1,,1,8,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3507,2,596,359033,10702,1070,2,,1,4,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3507,2,596,359034,10102,1010,1,,1,5,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3507,2,596,359034,10702,1070,1,,1,10,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3507,2,596,359034,20402,2040,1,,1,3,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3507,2,596,359035,10102,1010,9,,2,,,,,2,,,,,,,,,1,5,50,,2,1,,,,5000,2,6,,1,31,
2,35,3507,2,596,359035,10702,1070,9,,2,,,,,2,,,,,,,,,1,5,50,,2,1,,,,1750,2,6,,1,31,
2,35,3510,2,550,359037,10702,1070,7,,1,2,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3510,2,550,359037,11002,1100,9,,1,3,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3510,2,550,359037,20402,2040,9,,1,1,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3510,2,550,359038,10702,1070,1,,1,5,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3510,2,550,359038,11002,1100,1,,1,6,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3510,2,550,359039,10702,1070,1,,1,4,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3510,2,550,359039,11002,1100,1,,1,4,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3510,2,550,359041,10702,1070,1,,1,2,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3510,2,550,359041,11002,1100,1,,1,3,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3510,2,550,359041,20402,2040,1,,1,2,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3510,2,550,359043,10702,1070,1,,1,2,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3510,2,550,359043,11002,1100,2,,1,2,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3510,2,550,359043,20402,2040,2,,2,,,,,2,,,,,,,,,1,1,50,,2,1,,,,1000,2,7,,25,6,
2,35,3510,2,550,359045,10102,1010,2,,1,2,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3510,2,550,359045,10702,1070,2,,1,5,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3510,2,550,359045,11002,1100,2,,1,5,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3510,2,550,359046,10102,1010,2,,1,1,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3510,2,550,359046,10702,1070,2,,1,2,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3510,2,550,359046,11002,1100,2,,1,4,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3510,2,550,359048,10102,1010,2,,2,,,,,2,,,,,,,,,1,1,50,,2,1,,,,1000,1,6,,10,6,
2,35,3510,2,550,359048,10702,1070,2,,1,2,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3510,2,550,359048,11002,1100,2,,1,4,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3512,2,478,359049,10102,1010,9,,2,,,,,2,,,,,,,,,1,1,30,,2,1,,,,800,1,6,,1,1,
2,35,3512,2,478,359049,11002,1100,9,,2,,,,,2,,,,,,,,,1,1,30,,2,1,,,,300,1,6,,1,1,
2,35,3512,2,478,359051,10102,1010,9,,2,,,,,2,,,,,,,,,1,2,30,,2,1,,,,1600,1,6,,0.2,1,
2,35,3512,2,478,359051,11002,1100,9,,2,,,,,2,,,,,,,,,1,3,30,,2,1,,,,1200,1,6,,0.2,1,
2,35,3512,2,478,359051,20402,2040,9,,2,,,,,2,,,,,,,,,1,2,50,,2,1,,,,1000,1,6,,0.2,1,
2,35,3512,2,478,359053,10102,1010,2,,2,,,,,2,,,,,,,,,1,3,30,,0,1,,,,1350,2,6,,0.5,1,
2,35,3512,2,478,359053,10702,1070,1,,1,3,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3512,2,478,359053,11002,1100,1,,1,5,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3512,2,478,359054,10602,1060,1,,1,5,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3512,2,478,359054,10702,1070,1,,1,2,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3512,2,478,359054,11002,1100,2,,1,3,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3512,2,478,359054,20402,2040,2,,2,,,,,2,,,,,,,,,1,1,50,,2,1,,,,800,2,7,,12,6,
2,35,3512,2,478,359055,10102,1010,1,,1,2,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3512,2,478,359055,11002,1100,1,,1,2,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,35,3512,2,478,359056,10102,1010,1,,1,3,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
